flight_date,record_created_date,flight_type,origin_airport,destination_airport,aircraft_type,pilot_name,passengers,scheduled_duration_hours,actual_duration_hours,departure_delay_minutes,arrival_delay_minutes
2026-04-27,2026-04-23,Domestic,KLO,CEB,Embraer E190,Pilot I,190,0.99,1.7,12,47
2026-04-27,2026-04-25,Domestic,ILO,TAG,Airbus A321,Pilot H,106,1.33,1.2,-5,-15
2026-03-23,2026-03-20,International,TAG,ILO,Airbus A320,Pilot B,100,5.13,4.95,1,1
2026-04-17,2026-04-12,Domestic,TAG,DGT,Airbus A321,Pilot E,237,1.28,1.69,-10,33
2026-04-07,2026-04-03,Domestic,KLO,BCD,Airbus A321,Pilot C,144,3.09,3.66,24,36
2026-03-30,2026-03-25,International,BCD,KLO,Boeing 737-800,Pilot G,71,11.23,11.56,12,10
2026-03-09,2026-03-02,Domestic,BCD,KLO,Embraer E190,Pilot J,101,1.69,1.75,4,6
2026-03-23,2026-03-20,Domestic,KLO,DVO,Embraer E190,Pilot C,98,2.5,2.77,0,13
2026-04-09,2026-04-02,Domestic,CEB,KLO,Boeing 737-800,Pilot L,128,1.78,2.77,23,59
2026-04-30,2026-04-23,Domestic,ILO,BCD,Boeing 737-800,Pilot B,116,1.13,1.69,29,24
2026-03-01,2026-02-24,International,DVO,DGT,Airbus A321,Pilot B,160,10.37,9.93,-10,-15
2026-04-13,2026-04-11,Domestic,ILO,KLO,ATR 72-600,Pilot L,111,1.36,1.2,-10,-15
2026-04-21,2026-04-18,Domestic,BCD,DGT,Airbus A320,Pilot B,180,1.59,2.23,33,40
2026-04-28,2026-04-27,Domestic,DVO,DGT,Airbus A320,Pilot I,148,1.32,1.18,-10,-15
2026-03-26,2026-03-21,Domestic,DVO,KLO,Embraer E190,Pilot J,246,1.07,1.32,24,21
2026-03-08,2026-03-06,Domestic,TAG,ILO,ATR 72-600,Pilot D,222,1.32,1.94,48,37
2026-03-17,2026-03-10,Domestic,CRK,CEB,Airbus A321,Pilot A,113,2.97,4.16,48,72
2026-04-21,2026-04-16,Domestic,CEB,DVO,Boeing 737-800,Pilot D,49,1.0,1.28,28,24
2026-04-23,2026-04-19,Domestic,PPS,TAG,Airbus A321,Pilot A,168,1.58,2.09,28,40
2026-04-08,2026-04-06,Domestic,PPS,CEB,Airbus A321,Pilot I,114,2.07,2.63,62,38
2026-03-08,2026-03-07,Domestic,TAG,CRK,Airbus A321,Pilot K,238,1.65,1.62,-10,-3
2026-03-08,2026-03-03,Domestic,PPS,BCD,Airbus A320,Pilot L,129,2.04,1.7,2,-15
2026-03-30,2026-03-24,Domestic,DGT,DVO,Boeing 737-800,Pilot J,103,0.9,1.33,31,28
2026-04-05,2026-04-03,Domestic,KLO,DGT,Airbus A321,Pilot J,114,2.36,2.97,5,50
2026-03-02,2026-03-01,Domestic,DVO,BCD,Boeing 737-800,Pilot K,230,2.15,3.12,39,61
2026-04-11,2026-04-08,Domestic,TAG,MNL,Airbus A320,Pilot J,64,2.43,2.79,11,14
2026-04-03,2026-03-28,Domestic,DVO,KLO,Embraer E190,Pilot H,250,2.16,3.54,15,78
2026-03-01,2026-02-24,Domestic,DVO,PPS,Boeing 737-800,Pilot L,91,1.85,1.76,6,-5
2026-03-06,2026-03-05,International,TAG,CEB,ATR 72-600,Pilot D,226,7.24,7.72,1,27
2026-03-28,2026-03-27,Domestic,TAG,DGT,Airbus A320,Pilot E,159,1.34,0.99,0,-15
2026-04-14,2026-04-13,Domestic,CRK,TAG,Boeing 737-800,Pilot K,165,2.0,2.51,18,19
2026-04-20,2026-04-14,Domestic,PPS,MNL,ATR 72-600,Pilot D,85,0.86,0.86,-5,-15
2026-03-27,2026-03-21,Domestic,DGT,PPS,Airbus A321,Pilot D,198,1.59,2.33,33,43
2026-03-19,2026-03-16,Domestic,PPS,CEB,Airbus A320,Pilot B,182,2.43,3.27,26,32
2026-04-29,2026-04-24,Domestic,MNL,DGT,Airbus A320,Pilot D,145,1.06,1.56,36,35
2026-03-28,2026-03-27,Domestic,BCD,CRK,Airbus A320,Pilot H,140,0.95,1.05,-10,15
2026-03-20,2026-03-16,Domestic,CEB,ILO,Airbus A321,Pilot K,171,2.37,2.03,-10,-15
2026-03-27,2026-03-25,Domestic,TAG,BCD,Airbus A321,Pilot B,143,1.75,2.11,12,23
2026-03-01,2026-02-23,Domestic,MNL,TAG,Airbus A320,Pilot I,254,2.72,4.6,76,96
2026-03-19,2026-03-15,Domestic,DGT,MNL,Boeing 737-800,Pilot J,49,3.05,3.32,40,18
2026-04-01,2026-03-26,Domestic,CEB,KLO,Airbus A320,Pilot K,95,3.1,2.86,0,-8
2026-04-26,2026-04-22,Domestic,ILO,TAG,Airbus A321,Pilot J,227,1.82,2.16,21,27
2026-04-15,2026-04-11,Domestic,DVO,ILO,Boeing 737-800,Pilot B,214,1.43,2.3,28,44
2026-04-17,2026-04-10,Domestic,TAG,KLO,Airbus A320,Pilot F,116,2.26,2.73,-10,21
2026-04-03,2026-03-27,International,CRK,ILO,Airbus A320,Pilot L,151,8.53,9.19,42,43
2026-03-07,2026-03-03,Domestic,PPS,DGT,Airbus A320,Pilot K,45,2.29,2.18,8,7
2026-03-24,2026-03-21,Domestic,MNL,BCD,Airbus A320,Pilot H,78,1.57,1.42,10,-1
2026-04-30,2026-04-25,International,ILO,TAG,Airbus A321,Pilot L,247,7.58,8.19,13,24
2026-03-03,2026-03-01,International,DGT,TAG,Airbus A320,Pilot I,181,9.61,10.31,37,37
2026-04-23,2026-04-20,Domestic,DGT,TAG,Airbus A320,Pilot A,48,1.17,1.09,-5,-5
2026-04-11,2026-04-05,International,DVO,ILO,Embraer E190,Pilot K,214,8.32,8.43,-10,-7
2026-03-18,2026-03-11,International,CRK,KLO,ATR 72-600,Pilot C,128,8.38,9.18,19,34
2026-04-17,2026-04-14,Domestic,ILO,CRK,Airbus A320,Pilot E,165,0.83,0.58,-10,-15
2026-04-21,2026-04-18,Domestic,KLO,DVO,Airbus A321,Pilot C,228,2.24,2.17,5,-4
2026-03-03,2026-02-24,Domestic,KLO,TAG,Airbus A321,Pilot I,224,3.07,3.85,38,51
2026-03-07,2026-03-05,Domestic,CEB,KLO,ATR 72-600,Pilot A,70,1.66,1.38,25,-15
2026-04-10,2026-04-09,Domestic,PPS,BCD,ATR 72-600,Pilot H,120,2.07,2.37,35,29
2026-04-30,2026-04-29,Domestic,DVO,CEB,Airbus A320,Pilot K,99,2.47,2.46,26,10
2026-03-02,2026-03-01,Domestic,CRK,PPS,Airbus A320,Pilot J,241,1.56,2.89,65,92
2026-04-10,2026-04-03,Domestic,TAG,BCD,Airbus A321,Pilot D,211,1.95,2.01,-1,-4
2026-03-09,2026-03-08,Domestic,BCD,DGT,ATR 72-600,Pilot K,182,2.76,2.84,21,16
2026-04-09,2026-04-06,International,CRK,CEB,ATR 72-600,Pilot E,52,5.51,5.84,2,6
2026-04-08,2026-04-03,Domestic,DGT,KLO,Airbus A320,Pilot I,216,2.74,3.1,33,27
2026-03-06,2026-03-01,Domestic,CRK,KLO,Boeing 737-800,Pilot G,163,3.17,3.53,11,9
2026-04-11,2026-04-05,Domestic,KLO,MNL,Airbus A320,Pilot A,100,1.69,2.6,50,57
2026-04-24,2026-04-17,International,DVO,MNL,Boeing 737-800,Pilot A,137,9.49,9.25,0,-3
2026-04-22,2026-04-19,International,CEB,ILO,ATR 72-600,Pilot C,138,8.0,8.82,43,40
2026-03-02,2026-02-28,International,ILO,DVO,Airbus A321,Pilot L,105,9.1,9.47,25,12
2026-03-16,2026-03-15,International,KLO,BCD,Airbus A320,Pilot L,240,6.36,6.17,11,-5
2026-03-15,2026-03-08,Domestic,TAG,DVO,Boeing 737-800,Pilot E,241,2.6,3.06,24,30
2026-03-28,2026-03-25,Domestic,CRK,ILO,Airbus A321,Pilot L,51,2.93,3.3,18,29
2026-03-09,2026-03-02,Domestic,TAG,BCD,ATR 72-600,Pilot A,245,1.64,1.61,20,-1
2026-04-22,2026-04-19,Domestic,BCD,MNL,Airbus A321,Pilot L,128,2.37,2.82,7,26
2026-04-17,2026-04-11,International,MNL,PPS,ATR 72-600,Pilot C,215,6.67,6.89,-3,16
2026-04-19,2026-04-14,Domestic,PPS,DVO,Airbus A320,Pilot A,211,2.23,2.48,5,28
2026-03-13,2026-03-08,Domestic,KLO,MNL,Airbus A320,Pilot J,171,2.6,2.53,-10,0
2026-03-01,2026-02-24,Domestic,CRK,MNL,Airbus A321,Pilot E,203,2.7,3.57,31,47
2026-04-25,2026-04-22,Domestic,ILO,TAG,Airbus A320,Pilot D,189,1.81,2.35,-10,34
2026-03-18,2026-03-17,Domestic,CRK,DVO,Airbus A321,Pilot J,227,2.02,2.1,7,7
2026-04-10,2026-04-09,Domestic,BCD,TAG,Boeing 737-800,Pilot D,133,1.6,1.69,26,12
2026-04-25,2026-04-22,International,KLO,ILO,Airbus A320,Pilot J,202,8.41,8.45,30,7
2026-03-03,2026-02-24,Domestic,ILO,CRK,Airbus A320,Pilot C,255,1.43,2.05,-10,27
2026-03-01,2026-02-24,International,DVO,BCD,Airbus A320,Pilot B,248,5.87,6.52,10,47
2026-03-01,2026-02-24,Domestic,CRK,BCD,Airbus A320,Pilot D,72,1.54,1.79,22,10
2026-03-10,2026-03-08,Domestic,ILO,CEB,ATR 72-600,Pilot H,149,3.14,3.23,13,5
2026-03-04,2026-02-28,Domestic,ILO,CRK,Embraer E190,Pilot C,152,1.38,2.09,42,41
2026-04-20,2026-04-17,Domestic,CRK,MNL,Airbus A320,Pilot B,177,2.54,2.8,-6,21
2026-04-06,2026-04-05,Domestic,KLO,CEB,ATR 72-600,Pilot I,182,2.18,1.89,-10,-15
2026-04-29,2026-04-24,International,DVO,CRK,Boeing 737-800,Pilot F,226,9.16,9.16,30,0
2026-04-18,2026-04-15,Domestic,KLO,MNL,Embraer E190,Pilot F,157,2.35,3.02,0,44
2026-04-28,2026-04-25,Domestic,CEB,BCD,Airbus A321,Pilot C,194,2.5,2.56,-10,1
2026-03-15,2026-03-10,Domestic,ILO,MNL,Airbus A321,Pilot A,237,2.97,3.39,9,22
2026-03-18,2026-03-17,Domestic,PPS,TAG,Airbus A321,Pilot A,62,2.15,3.08,39,40
2026-04-21,2026-04-14,Domestic,TAG,DGT,ATR 72-600,Pilot I,181,0.96,1.04,-10,3
2026-03-15,2026-03-13,International,BCD,CEB,Boeing 737-800,Pilot A,120,5.38,5.83,63,41
2026-03-04,2026-02-27,Domestic,PPS,DGT,Airbus A321,Pilot C,239,2.5,2.39,-6,-15
2026-04-10,2026-04-04,Domestic,MNL,ILO,Airbus A320,Pilot K,161,1.99,2.32,14,21
2026-04-18,2026-04-16,Domestic,CRK,TAG,Boeing 737-800,Pilot E,172,2.12,2.11,-10,-15
2026-04-29,2026-04-27,Domestic,BCD,PPS,ATR 72-600,Pilot I,206,2.23,2.62,13,13
2026-04-26,2026-04-23,Domestic,TAG,KLO,Airbus A321,Pilot E,93,1.72,1.78,9,7
2026-03-08,2026-03-02,Domestic,KLO,CEB,Boeing 737-800,Pilot L,159,2.66,2.58,-10,-10
2026-04-17,2026-04-12,Domestic,TAG,KLO,Airbus A321,Pilot J,210,2.54,3.62,74,69
2026-04-21,2026-04-17,International,DVO,DGT,Airbus A321,Pilot F,211,9.44,9.24,1,-12
2026-04-12,2026-04-06,Domestic,CEB,DGT,Boeing 737-800,Pilot I,90,2.52,2.35,1,-15
2026-04-20,2026-04-16,Domestic,MNL,ILO,ATR 72-600,Pilot E,224,2.94,3.76,33,41
2026-04-21,2026-04-14,Domestic,KLO,DVO,Embraer E190,Pilot L,75,2.23,3.2,52,52
2026-03-28,2026-03-22,International,BCD,PPS,Airbus A321,Pilot E,98,4.73,5.02,37,17
2026-03-03,2026-03-01,Domestic,DVO,MNL,Airbus A321,Pilot K,228,1.09,1.32,-10,-4
2026-03-28,2026-03-25,Domestic,PPS,CEB,Airbus A321,Pilot H,175,2.32,2.56,17,17
2026-03-13,2026-03-12,Domestic,PPS,KLO,Airbus A320,Pilot H,159,2.52,2.11,-10,-13
2026-03-07,2026-03-05,Domestic,CRK,DGT,Airbus A321,Pilot E,162,1.95,1.75,32,-2
2026-03-08,2026-03-07,Domestic,DVO,CRK,Airbus A320,Pilot J,253,1.49,1.78,-10,7
2026-04-12,2026-04-11,Domestic,PPS,ILO,Airbus A321,Pilot I,90,2.12,1.86,-6,-15
2026-03-31,2026-03-30,Domestic,BCD,CRK,Airbus A320,Pilot J,105,1.68,2.0,12,18
2026-04-02,2026-03-28,Domestic,CEB,ILO,Airbus A321,Pilot J,147,2.98,3.11,22,12
2026-04-15,2026-04-12,Domestic,DVO,MNL,ATR 72-600,Pilot B,226,1.66,1.67,6,4
2026-04-03,2026-03-30,Domestic,ILO,KLO,Airbus A320,Pilot K,160,1.22,2.31,45,71
2026-04-08,2026-04-02,Domestic,KLO,CEB,Boeing 737-800,Pilot K,199,2.18,2.95,28,43
2026-03-06,2026-02-28,Domestic,CEB,CRK,ATR 72-600,Pilot C,219,1.75,2.59,26,51
2026-04-21,2026-04-17,International,DGT,DVO,Boeing 737-800,Pilot L,236,9.23,9.3,-10,1
2026-03-28,2026-03-24,Domestic,CRK,PPS,Airbus A320,Pilot G,141,2.16,3.22,49,61
2026-03-10,2026-03-05,Domestic,CRK,CEB,Airbus A321,Pilot D,140,2.09,1.79,-6,-15
2026-04-19,2026-04-16,International,MNL,KLO,Boeing 737-800,Pilot C,57,8.03,8.67,50,49
2026-04-14,2026-04-10,Domestic,TAG,MNL,Boeing 737-800,Pilot E,57,2.23,2.99,56,57
2026-03-04,2026-03-01,Domestic,DVO,TAG,Airbus A320,Pilot A,147,2.16,3.36,23,50
2026-03-12,2026-03-10,International,DGT,CRK,Airbus A321,Pilot I,204,7.58,8.27,35,31
2026-03-01,2026-02-27,Domestic,ILO,CEB,Boeing 737-800,Pilot I,224,1.67,1.83,-10,0
2026-03-17,2026-03-12,Domestic,TAG,CEB,Airbus A320,Pilot I,129,1.4,1.6,8,17
2026-03-07,2026-03-01,Domestic,CEB,BCD,Boeing 737-800,Pilot G,165,3.08,4.11,36,62
2026-04-13,2026-04-10,Domestic,CEB,CRK,Airbus A320,Pilot E,218,2.15,2.64,32,35
2026-04-01,2026-03-31,Domestic,TAG,MNL,Airbus A321,Pilot I,110,0.87,0.88,-10,10
2026-04-29,2026-04-24,Domestic,TAG,BCD,ATR 72-600,Pilot K,74,2.77,2.45,6,-15
2026-04-15,2026-04-08,Domestic,KLO,BCD,Airbus A320,Pilot B,242,1.27,1.18,-10,-15
2026-04-07,2026-04-03,Domestic,MNL,PPS,Boeing 737-800,Pilot E,160,2.69,2.54,21,-15
2026-04-01,2026-03-31,Domestic,DGT,DVO,Airbus A321,Pilot L,74,2.49,2.52,-10,9
2026-03-04,2026-03-03,Domestic,CRK,KLO,Airbus A321,Pilot K,95,3.13,3.99,37,54
2026-03-05,2026-03-01,International,DGT,BCD,ATR 72-600,Pilot L,111,5.39,6.46,38,59
2026-04-07,2026-03-31,Domestic,TAG,ILO,Airbus A321,Pilot C,84,1.46,1.31,2,-5
2026-03-01,2026-02-28,Domestic,TAG,MNL,Airbus A320,Pilot F,136,2.64,2.95,23,18
2026-03-03,2026-02-25,Domestic,BCD,PPS,ATR 72-600,Pilot B,218,1.56,1.77,7,10
2026-03-14,2026-03-08,Domestic,BCD,TAG,Boeing 737-800,Pilot K,202,2.31,3.16,17,48
2026-04-23,2026-04-22,Domestic,KLO,BCD,Boeing 737-800,Pilot G,241,2.23,2.68,-10,25
2026-03-28,2026-03-26,International,MNL,BCD,Airbus A320,Pilot C,223,4.51,5.18,26,45
2026-04-13,2026-04-12,Domestic,CRK,MNL,Airbus A320,Pilot B,108,0.81,0.76,-10,1
2026-03-26,2026-03-22,Domestic,PPS,MNL,Boeing 737-800,Pilot I,52,0.94,1.12,-10,19
2026-03-11,2026-03-09,International,TAG,MNL,Airbus A320,Pilot J,73,5.66,5.62,9,9
2026-03-23,2026-03-16,Domestic,KLO,CEB,Airbus A320,Pilot K,214,1.42,1.49,7,5
2026-03-06,2026-03-05,Domestic,PPS,DGT,ATR 72-600,Pilot L,114,2.98,3.43,18,21
2026-04-16,2026-04-11,Domestic,MNL,BCD,Airbus A321,Pilot J,198,2.04,1.62,-2,-15
2026-03-12,2026-03-06,Domestic,ILO,PPS,Airbus A320,Pilot J,140,2.71,3.66,53,55
2026-03-23,2026-03-21,Domestic,KLO,DVO,Airbus A320,Pilot J,236,2.81,2.92,16,1
2026-04-29,2026-04-27,Domestic,TAG,DGT,Airbus A321,Pilot L,151,2.56,3.01,17,40
2026-04-06,2026-03-31,International,CRK,CEB,Boeing 737-800,Pilot F,238,11.31,11.79,16,31
2026-03-28,2026-03-27,International,DVO,DGT,ATR 72-600,Pilot J,95,8.45,9.73,34,65
2026-04-03,2026-03-30,International,CRK,MNL,Airbus A320,Pilot J,211,4.05,4.13,25,1
2026-04-17,2026-04-15,Domestic,CEB,MNL,Airbus A320,Pilot B,155,2.58,3.37,22,61
2026-03-16,2026-03-15,Domestic,KLO,MNL,Boeing 737-800,Pilot I,81,2.96,3.12,28,5
2026-04-08,2026-04-04,International,BCD,PPS,Airbus A321,Pilot E,91,5.3,4.96,-10,-15
2026-04-23,2026-04-19,Domestic,TAG,DVO,Airbus A321,Pilot B,109,2.07,1.9,-10,-15
2026-04-04,2026-04-01,Domestic,DGT,ILO,Embraer E190,Pilot C,74,2.94,3.51,10,39
2026-03-28,2026-03-22,Domestic,MNL,ILO,Boeing 737-800,Pilot B,245,1.89,2.17,8,17
2026-03-09,2026-03-08,Domestic,DVO,PPS,Airbus A321,Pilot K,86,2.75,3.12,25,26
2026-03-16,2026-03-12,Domestic,CRK,ILO,Embraer E190,Pilot J,171,0.93,0.98,12,3
2026-04-27,2026-04-25,International,DVO,MNL,Airbus A320,Pilot B,165,11.57,11.59,25,5
2026-04-03,2026-03-28,Domestic,TAG,CRK,Embraer E190,Pilot H,158,2.07,2.29,-10,15
2026-03-19,2026-03-15,Domestic,CEB,DVO,Boeing 737-800,Pilot H,178,0.98,1.36,12,31
2026-03-26,2026-03-21,International,MNL,PPS,Boeing 737-800,Pilot G,241,8.23,8.61,-10,19
2026-04-05,2026-04-04,Domestic,TAG,PPS,Embraer E190,Pilot H,252,0.81,1.38,21,33
2026-04-02,2026-03-29,Domestic,DGT,MNL,Boeing 737-800,Pilot K,232,2.52,2.08,-10,-15
2026-04-12,2026-04-11,International,DVO,PPS,Airbus A321,Pilot G,141,7.15,7.32,20,3
2026-03-16,2026-03-13,Domestic,CRK,MNL,Airbus A320,Pilot H,200,3.12,3.15,-10,3
2026-04-09,2026-04-02,Domestic,KLO,BCD,Boeing 737-800,Pilot G,80,1.72,1.77,4,2
2026-03-28,2026-03-22,Domestic,KLO,CRK,Boeing 737-800,Pilot E,234,0.87,1.41,32,27
2026-04-27,2026-04-26,Domestic,DGT,CRK,Airbus A320,Pilot K,83,0.86,0.93,17,2
2026-03-10,2026-03-07,Domestic,ILO,MNL,Boeing 737-800,Pilot E,65,2.13,2.47,-10,12
2026-03-10,2026-03-03,Domestic,MNL,CRK,Boeing 737-800,Pilot J,222,3.17,3.3,-3,10
2026-03-29,2026-03-27,Domestic,ILO,PPS,Airbus A321,Pilot H,206,3.15,3.34,-10,4
2026-04-01,2026-03-26,Domestic,KLO,DGT,Airbus A320,Pilot I,70,1.61,1.37,-10,-15
2026-04-12,2026-04-09,Domestic,KLO,TAG,Airbus A321,Pilot J,252,1.96,2.4,15,23
2026-03-25,2026-03-21,International,KLO,ILO,Airbus A320,Pilot I,64,5.09,5.22,24,5
2026-04-25,2026-04-18,Domestic,DGT,KLO,Airbus A320,Pilot G,50,2.05,2.62,22,25
2026-03-29,2026-03-24,Domestic,TAG,ILO,Airbus A321,Pilot H,250,2.24,2.08,25,-15
2026-03-08,2026-03-06,Domestic,DVO,PPS,Airbus A320,Pilot G,89,1.4,1.16,12,-11
2026-03-08,2026-03-07,Domestic,CRK,KLO,Airbus A320,Pilot E,91,2.27,2.28,6,5
2026-04-29,2026-04-27,Domestic,BCD,ILO,Boeing 737-800,Pilot I,214,2.96,3.59,-10,38
2026-03-09,2026-03-06,Domestic,ILO,DVO,Airbus A321,Pilot K,173,0.8,0.5,2,-15
2026-04-27,2026-04-26,International,ILO,CRK,Embraer E190,Pilot I,154,4.3,3.92,-10,-15
2026-03-17,2026-03-10,Domestic,CEB,KLO,ATR 72-600,Pilot J,257,1.3,1.08,-7,2
2026-03-06,2026-03-05,International,DVO,BCD,Boeing 737-800,Pilot J,59,11.46,12.12,14,51
2026-03-19,2026-03-15,International,PPS,ILO,Embraer E190,Pilot E,243,9.91,10.45,9,18
2026-04-07,2026-03-31,Domestic,TAG,CEB,ATR 72-600,Pilot A,98,2.3,3.84,79,97
2026-03-27,2026-03-24,Domestic,PPS,TAG,Airbus A321,Pilot E,176,1.05,1.1,-10,-11
2026-04-17,2026-04-13,Domestic,CRK,ILO,Boeing 737-800,Pilot J,111,2.57,2.7,9,5
2026-04-07,2026-04-06,International,CEB,DGT,Airbus A320,Pilot J,104,4.9,4.83,-10,-4
2026-03-25,2026-03-19,Domestic,CEB,MNL,Boeing 737-800,Pilot G,110,3.02,2.77,3,-4
2026-04-08,2026-04-01,Domestic,CRK,DGT,Airbus A321,Pilot J,162,2.38,2.75,4,22
2026-04-29,2026-04-23,International,KLO,DVO,Airbus A320,Pilot A,233,4.06,4.4,31,7
2026-03-26,2026-03-24,Domestic,TAG,KLO,Airbus A320,Pilot H,64,1.0,1.57,2,23
2026-03-10,2026-03-07,Domestic,TAG,DVO,Embraer E190,Pilot I,185,1.36,1.63,8,14
2026-03-25,2026-03-19,Domestic,MNL,ILO,Airbus A321,Pilot G,229,3.11,3.04,3,4
2026-04-21,2026-04-15,International,PPS,CRK,Airbus A320,Pilot I,201,8.03,7.67,-10,-15
2026-03-14,2026-03-11,International,DVO,PPS,Airbus A320,Pilot F,255,9.97,9.62,-2,-15
2026-04-27,2026-04-20,Domestic,CEB,MNL,Airbus A321,Pilot G,42,1.58,2.25,4,31
2026-04-05,2026-04-03,Domestic,KLO,TAG,ATR 72-600,Pilot H,119,2.02,2.47,14,15
2026-04-06,2026-03-31,Domestic,MNL,DGT,ATR 72-600,Pilot J,134,1.5,2.09,24,34
2026-03-20,2026-03-16,Domestic,CRK,KLO,Airbus A321,Pilot C,157,3.15,3.05,7,-4
2026-04-26,2026-04-21,Domestic,KLO,DVO,Airbus A320,Pilot D,109,1.33,1.68,6,10
2026-03-03,2026-02-26,International,DVO,BCD,Airbus A320,Pilot F,95,10.39,10.02,-10,-15
2026-03-19,2026-03-15,Domestic,KLO,CEB,Airbus A321,Pilot C,227,1.83,2.35,24,31
2026-03-26,2026-03-20,Domestic,ILO,PPS,ATR 72-600,Pilot E,91,1.1,1.31,-3,9
2026-03-30,2026-03-24,Domestic,PPS,DVO,Boeing 737-800,Pilot E,249,1.72,2.27,28,39
2026-03-29,2026-03-23,Domestic,CEB,BCD,Airbus A321,Pilot D,48,2.86,3.28,41,30
2026-03-10,2026-03-09,Domestic,MNL,CRK,Boeing 737-800,Pilot E,133,1.14,1.17,8,7
2026-03-14,2026-03-11,Domestic,KLO,PPS,Airbus A321,Pilot G,174,2.2,2.45,-10,5
2026-03-06,2026-02-28,Domestic,DVO,PPS,Boeing 737-800,Pilot I,254,1.78,2.23,12,13
2026-04-04,2026-03-28,International,PPS,DVO,Boeing 737-800,Pilot D,208,6.44,6.79,20,20
2026-03-22,2026-03-19,Domestic,MNL,BCD,Boeing 737-800,Pilot K,43,0.83,1.53,5,44
2026-04-04,2026-03-29,Domestic,KLO,ILO,Boeing 737-800,Pilot F,204,1.46,1.19,0,-12
2026-04-05,2026-04-01,International,DGT,DVO,Embraer E190,Pilot I,111,5.98,6.78,24,48
2026-04-12,2026-04-10,Domestic,MNL,KLO,Airbus A321,Pilot B,229,1.7,1.75,23,7
2026-04-03,2026-03-27,Domestic,CRK,DGT,Airbus A320,Pilot C,210,2.74,3.08,4,21
2026-04-09,2026-04-05,Domestic,TAG,MNL,Airbus A320,Pilot F,82,2.53,2.71,-10,8
2026-04-05,2026-03-31,International,KLO,DGT,Boeing 737-800,Pilot E,119,7.64,7.89,22,18
2026-04-09,2026-04-06,Domestic,CEB,TAG,Boeing 737-800,Pilot F,220,1.82,1.55,-5,-15
2026-04-07,2026-04-06,International,DVO,KLO,Boeing 737-800,Pilot B,242,10.35,10.11,17,-13
2026-03-20,2026-03-16,Domestic,PPS,BCD,Boeing 737-800,Pilot F,172,2.4,2.51,15,9
2026-03-16,2026-03-10,Domestic,TAG,CRK,Airbus A320,Pilot I,88,1.32,1.33,-10,4
2026-04-18,2026-04-15,Domestic,CRK,CEB,Boeing 737-800,Pilot I,125,1.53,1.62,14,0
2026-03-21,2026-03-14,Domestic,ILO,KLO,Boeing 737-800,Pilot C,215,2.07,2.36,23,30
2026-04-03,2026-03-28,Domestic,PPS,TAG,Airbus A321,Pilot E,171,2.71,2.97,26,4
2026-03-13,2026-03-08,Domestic,CEB,DVO,Airbus A321,Pilot G,84,1.91,2.19,15,16
2026-03-27,2026-03-21,International,DVO,PPS,Airbus A320,Pilot G,102,4.18,4.0,-10,-15
2026-04-02,2026-03-26,Domestic,PPS,DVO,Airbus A321,Pilot J,83,3.18,4.0,40,44
2026-04-08,2026-04-02,Domestic,CEB,PPS,ATR 72-600,Pilot E,143,1.08,1.28,21,17
2026-04-02,2026-03-27,Domestic,PPS,CRK,ATR 72-600,Pilot I,138,3.09,2.73,-10,-15
2026-03-23,2026-03-18,Domestic,ILO,CRK,Boeing 737-800,Pilot K,159,2.74,2.42,-5,-12
2026-04-28,2026-04-21,Domestic,DGT,ILO,Airbus A321,Pilot D,247,2.81,2.86,17,5
2026-04-01,2026-03-31,Domestic,MNL,TAG,Boeing 737-800,Pilot J,183,2.71,2.93,27,8
2026-04-19,2026-04-16,Domestic,DGT,MNL,Boeing 737-800,Pilot D,168,1.3,1.65,1,25
2026-04-14,2026-04-07,Domestic,DVO,ILO,Airbus A321,Pilot E,120,2.32,2.88,30,29
2026-04-04,2026-03-31,International,MNL,DGT,ATR 72-600,Pilot H,179,6.9,6.37,-10,-15
2026-04-24,2026-04-23,Domestic,PPS,KLO,Airbus A320,Pilot H,250,2.59,2.29,-10,-15
2026-03-08,2026-03-02,Domestic,KLO,CRK,Airbus A320,Pilot G,42,1.45,1.77,-10,11
2026-04-26,2026-04-21,Domestic,TAG,MNL,Airbus A320,Pilot C,116,1.23,0.96,-8,-15
2026-04-21,2026-04-14,Domestic,CEB,BCD,Airbus A320,Pilot B,52,1.59,2.77,45,77
2026-03-31,2026-03-30,International,MNL,BCD,ATR 72-600,Pilot K,84,8.2,8.9,57,47
2026-04-14,2026-04-12,International,KLO,DGT,Airbus A321,Pilot K,54,4.35,4.5,17,31
2026-04-01,2026-03-28,International,TAG,PPS,Airbus A320,Pilot K,170,10.97,11.22,-2,22
2026-03-17,2026-03-15,Domestic,ILO,MNL,Airbus A321,Pilot G,220,2.65,3.11,7,20
2026-04-18,2026-04-14,Domestic,PPS,KLO,Airbus A321,Pilot K,246,2.42,2.38,22,2
2026-03-16,2026-03-13,Domestic,DGT,PPS,Airbus A321,Pilot F,92,1.43,1.12,-10,-15
2026-03-20,2026-03-18,Domestic,TAG,ILO,Airbus A320,Pilot A,193,1.95,2.09,-1,25
2026-04-01,2026-03-26,Domestic,KLO,ILO,Boeing 737-800,Pilot C,112,1.61,2.0,44,35
2026-04-21,2026-04-20,Domestic,BCD,TAG,Airbus A320,Pilot D,109,1.36,1.72,-10,13
2026-03-24,2026-03-17,International,KLO,BCD,ATR 72-600,Pilot E,174,7.28,7.24,-4,-7
